gid,custom_fields,due_on,name,notes,start_on
2178265656081,,null,Make it easier to export tests directly from Selenium IDE and run without modification,"Some of the things that would be nice to fix:

Allow running of tests from generated modules without copy/paste
Replace refs to specific exps/exp ids with string interpolation (%s) -> probably requires metaprogramming/macros (e.g. inspect)
Replace hardcoded timeouts with variable -> ditto
Improve handling of self.fail and friends to correctly log where they were called",null
2001332482181,,null,Single project accounts should be marked as an archived account if all experiments are archived,,null
1990108413826,,null,Make Views more explicit or remove it,"Projects view on the left side gives the impression that everything is reachable via there. I didn't expect to find archived experiments of the current project through the Views button. ""Don't make me think"" principle, navigation should be intuitive, user shouldn't have to look around to see which way he/she should go. 
",null
1841405655238,,null,Improve Admin Dashboard,"Add profile pages for each client. The profile pages should include the information found here: https://docs.google.com/a/optimizely.com/document/d/1m7BzXkc_nJOJHPVRXt6QaP_du8PA1Y1PqTGhUVyn8s8/edit as much as possible.
",null
1635601464678,,null,Improve new user signup experience,,null
1476198491499,,null,Improve insert image ,"allow users to insert image inline vs. absolutely positioned above content
specify image dimensions",null
1484280537770,,null,Finish phone tracking Twilio integration (communicate with RocketLawyer about it either),,null
1484280537383,,null,Allow Users to Automatically Send Tracking Events to Analytics Platforms,Make it an option to turn on GA/KISSmetrics/Omniture tracking automatically for click events in the editor.,null
1476198491713,,null,Allow variations of the AddThis widget text,"I'm A/B testing a headline in a Wordpress post. Is there any way to allow it so that when I click on the Facebook or Twitter share button from AddThis, the title that loads up in the preview box corresponds to the variation headline that I'm testing (if it's a variation post), and not to the headline of the original post?",null
1476198491706,,null,Cufon and Optimizely,"Elliot - When a user clicks on a cufon canvas, we can traverse the DOM until we get to a parent element that isn't or and let them replace the HTML here. Then we can run Cufon.replace() on that element to style it.",null
1476198491643,,null,Automatically Track Revenue for Shopify Clients,"If possible, talk to the people at Shopify about adding revenue tracking code to their pages by default or let their users opt in.

Would be very nice to do automatically.

We have a KB article for how to do this by copying a block of code into Shopify, but ideally that wouldn't be necessary.",null
1476198491640,,null,DFP integration,"Doubleclick for publishers
https://www.google.com/intl/en_US/dfp/info/welcome.html

This is only for clacking on ads
We should find a prototypical case study of a customer who wants this
",null
1476198491614,,null,Integrate with CloudFlare,"From John Roberts at Cloudflare:
http://www.cloudflare.com/docs/app-api.html is the framework for
account provisioning.
These are not super detailed; happy to put you directly in touch with
engineers on our side for a high-bandwidth conversation to answer any
questions.
From Steven Kan at Apture: Integration was pretty straightforward. It took one engineer about 1 day of work and 3 days of going back and forth to verify. Customer service has also been pretty straightforward – slightly less effort than dealing with direct publishers because Cloudflare handles most installation issues. In terms of benefits, it’s almost a set it and forget it source of traffic. But it depends on the kinds of publishers you want. We’ve seen a big range – larger sites and a lot of long tail. The largest site I’ve seen is about 20MM monthly PVs. And we are seeing a lot of foreign language sites. All in all our experience has been good enough that I would do it again and I would recommend it.
Hit me back if you have more questions – especially about the kinds of sites you are looking for and the other acquisition channels you currently use.",null
1491209923720,,null,Don't Overwrite the Referrer for Omniture SiteCatalyst on Redirects,"Currently for GA integration we manually set the referrer on redirect experiments to the original referrer. We need to do the same thing for SiteCatalyst. More information here:http://www.webmetric.org/white_paper/Redirects_Aliases.pdf

One of our Gold clients will need this done before they can move forward with testing.",null
1504716900191,,null,500 Error on https://www.optimizely.com/experiment/save for CBS,,null
1476198491506,,null,Expose CDN refresh status to users in editor,"In the editor, need to notify the user that start/pause and saving an experiment needs to propagate to the CDN, so they need to wait:
- use verify.js to show them live status (verify downloads js file from S3 and cdn until revision matches latest) - improve verify so it’s more reliable (it sometimes returning false positives)",null
1476198491518,,null,Load proxied and live pages in editor in parallel,"to speed up the loading process, load both the hosted and live sites in two iframes in parallel
this will require some code rewriting b/c loader.js expects a specific sequence of messages from innie. that logic will have to be rewritten to allow parallel loading
",null
1476198491740,,null,Store Targeting Conditions to Use in Multiple Tests,"Similar to the goals, make the targeting conditions reusable across experiments.",null
4011987616138,,null,Display message in Account Setting if user isn't Administrator ,"When a user visits 'Account Settings' it would be nice if it displayed a message about them not being an admin so they don't have full access. Instead of just not displaying those features.  Or keep the info/links there but when they click it, it then informs them they need more rights to do anything.   

I have included a screenshot to give a general idea.

Answered at least five or more questions about this in one week.",null
1476198491842,,null,Research automatically suggesting variations to try,,null
1476198491861,,null,Wireframes for marketplace,,null
1484280537247,,null,Translate the Website and KB into multiple languages,,null
1484280537267,,null,"Make a recommended default variation of ""Just load my page faster"" (i.e. fast.js)","- resize scaled images: a lot of webmasters tend to take a 1mb image and use the height and width tags in the img tag to resize it. in this case, fast.js can send an ajax request to our server which will get the image url, grab&resize it using the metadata from the tag, optimize it using something like pngcrush and return a new url for the image to load from.
- remove duplicate scripts (i've seen this on a lot of dumb sites where guys copy & paste)
- take all the css/js, minify, and serve from our servers
- take any inlined javascript/css and convert it to an external file (this way the browser caches it)
- convert images to sprites (probably very hard to do on-the-fly correctly)
- browser-specific changes
- pre-cache link destinations
- if page loads slow, prompt the user or be smart about not showing some things",null
1484280537315,,null,Break Up Results Into Hourly Chunks,"It seems that dividing all the data into 200 equal chunks causes problems for the date range filter because we have to take entire blocks and those tend to overlap hours.

If possible send data in hourly chunks so that the results for the same date range don't change with every refresh for an active experiment.",null
1484280537407,,null,Add default timezone and default currency,"Jeff - I meant to say:
Add ""default timezone"" and ""default currency"" at the project level. This could determine what timezone the reports are in and the currency symbol for revenue tracking.",null
1484280537435,,null,"Add a way to retrigger activation of experiments when the URL's hashcode changes, automatically","(This is for all those AJAXable sites)

http://stackoverflow.com/questions/680785/on-window-location-hash-change
",null
1484280537438,,null,"Generalize ""revenue tracking"" to a ""numeric goal type""","Jeff - This is a generalization of my earlier ticket, ""Use revenue tracking goals with specific revenue buckets""
I think we should have a ""numeric goal type"" that allows for floating point numbers. This would let people 1) track revenue with multiple buckets, and track other numeric stuff, like ""number of invites sent out"" or ""average time spent on pricing page""",null
1484280537458,,null,Send emails to customers during account maintenance task,"If, (1) they have no experiments set up, (2) they haven't started an experiment, (3) Started an experiment and have statistically significant data waiting.

Meng Xiao - Subgoal 3 is complete.
Subgoals 1 & 2 are on hold- we haven't decided yet how to proceed. Will discuss with Jodie.",null
1484280537552,,null,"Expose ability for users to specify use of replaceWith() instead of attr() when using ""change image""","attr(""src"", ""..."") causes a fouc on some sites when the image being replaced is large. replaceWith() alleviates the fouc. also, ordering the variation code so that elements higher on the page are higher in the variation code helps to prevent blocking in variation code execution.
this wouldn't be the default behavior, but we could explain to users that this can reduce fouc. they'll also have to understand that this breaks any event binding they have for that image.",null
1484280537596,,null,Block non-flash/non-iframe ads,currently we only block iframe and flash ads but there are also image and text ads,null
1484280537599,,null,Click goal highlighting styles need updating,"Highlighting style slightly broken on Firefox.
Would be nice to have a distinct for the currently active selected element in the click goal preview (when there are multiple elements to scroll thru).",null
1484280537620,,null,Release an analytics backend handling 100% of new experiments,"Release an analytics backend handling 100% of new experiments which will provide up-to-the-minute reporting within 60s of loading an experiment results page 95% of the time, and within 120s 100% of the time.",null
1484280537638,,null,Unified multi-page/interactive mode experience releases,Unified multi-page/interactive mode experience releases: makes it easier to do funnel experiments,null
1484280537642,,null,Implement and test new pricing scheme & tier branding,Implement and test new pricing scheme & tier branding and launch one we are happy with,null
1484280537661,,null,Statistical model we're happy with,"Statistical model we're happy with (don’t handle small amounts of data well, people can shoot themselves in the foot if they pause too early), and a forecasting tool. See this. Dan has access to the beta.",null
1484280537665,,null,Simplified “my experiments” page,Simplified “my experiments” page that focuses on one project at a time and shows which experiments have interesting results,null
1484280537759,,null,Internally visible customer Happiness Dashboard in place,,null
1484280537781,,null,"Integrate salesforce, desk.com, GAE, recurly, and quickbooks","Integrate salesforce, desk.com, GAE, recurly, and quickbooks so that marketing can determine revenue by source and we can account for sales quotas & deferred revenue correctly.",null
1484280537785,,null,Open source something in JS or Python,,null
4686245685870,,null,Page elements disappear when switching between variations in experiment,In the experiment https://www.optimizely.com/edit#experiment_id=202503021 the page elements start to disappear one by one when you keep switching back and forth between the original page and variation 1. The experiment doesn't contain any variation code.,null
4686877969208,,null,Visitor count higher on dashboard,"For https://www.optimizely.com/results?experiment_id=200660945 the visitor count on the results page is lower than the visitor count on the dashboard.

Possibly related to https://app.asana.com/0/1467891393503/2237213795570",null
4621838633430,,null,Shopify integration,"There seem to be three problems with the shopify integration:
1: the welcome page contains errors (see sc2)
2: It seems that there is no snipped being created (see sc1, behind <projec-code>
3: A user (project id: 202362257, email: ed@laser-labs.com) had problems with loading his account. Whatever he did, he got stuck on the loading... message. We changed the permissions of his shopify accountand that fixed it. I could not reproduce this. 

The affected account(s) by account_id: 202362257
The affected user(s) by email address:  ed@laser-labs.com)




",null
2751494287392,,null,"Rearrange before elements with ""."" in selector removes the element and does not re-insert","It looks like the target element of the .insertBefore() doesn't escape the ""."" period with enough ""\"" characters, which causes the re-insert to fail.

I setup a sample experiment that illustrates this.

Account ID: 87796598
Email: dae-ho@optimizely.com
Experiment ID: 130971559 (variations #3 and #4 that start with ""Rearranging..."")

To Reproduce (in the Editor):
1. If no element contains a period in its ID or class, add an ID or class to an element on the page that contains a period. Ex variation code:
$(""h3"").attr('id','test.12345');
$(""h3"").addClass('test.12345');

2. Grab an unrelated element, select ""Rearrange"", and attempt to move this new element before the element with the ""."" in the ID/class from step 1.

3. Open the ""Edit Code"" box and add check the .insertBefore( ) argument and see that the period is escaped with only one ""\"". You should also be able to observe if you click back and forth between variations that the detached element no longer exists in the Editor preview.

Current Result: Rearranged element is detached permanently from the page/removed.

Correct Result: Rearranged element should be re-inserted.

Severity estimate: Not very. But perhaps its indicative of other problems with how Rearrange escapes certain characters?
",null
2252251077065,,null,Mongo not refreshing new experiments,,null
2190217585342,,null,Errors when saving and creating experiments,"I'd recommend to reproduce this in an incognito window as it crashes all of optimizely.com until you clear cookies/cache.

For account: miriam@dressesonly.nl

Error when saving an experiment:

Oops! We were unable to process your request.
Here's what happened:
Illegal key value: cID/8ro66LiIwA%3D

Similar error when creating an experiment.

It seems to be related to this URL: http://www.dressesonly.nl/jurk-sparkling-black.html
When I load that URL up in my account I get the same error on save.",null
2214859766033,,null,Security error loading frame bundle from an HTTPS page in Chrome,A recent security update revealed an inconsistency when loading a script within the editor from SSL secured pages.,null
2252251077054,,null,Proxy breaks with strange characters are part of the URL,"In particular the utf8 with a checkmark is the problem here, but there may be other characters that pose a problem.",null
2483824817981,,null,There is an issue with redirects and third party integrations,"The issue is that a redirect experiment will always be included in the ""relavant experiments"" even after the initial redirect. This is different from the other integrations where the request are only made on the experiment page directly.",null
4687038219113,,null,"homeme.ru (platinum) browser freezes when opening ""edit code""","- Browser freezes because of an unresponsive script when clicking ""edit code""
- This client has a jquery slider script installed on their page: http://iosscripts.com/iosslider/
- Problem appears in all browsers that we've tested (Chrome, FF,
Opera, Safari, IE). Only Firefox can unfreeze and ask to stop our slider's
script. 
- I have been able to reproduce this locally with jQuery 1.9.1, 1.6.4 and 1.5.0, so jQuery version is probably not the issue

Account: s.makarov@homeme.ru

Relevant experiments:
https://www.optimizely.com/edit#experiment_id=198934321 (reported by client)
https://www.optimizely.com/edit#experiment_id=204839425 (created by me for reproduction)

",null
4690322012666,,null,Experiment reporting 174% conversion rate on engagement,The following experiment is reporting > 150% conversion rates for the engagement goal when looking at the Internet Explorer browser segment: https://www.optimizely.com/results?experiment_id=199635883&segment_id=173156618&segment_value=ie,null
4689872547816,,null,Engagement on iPhone,"The engagement event doesn't seem to fire on an iPhone.

The unwanted result can be seen in the following experiment:

Account: emily@inkling.com
Experiment ID: 199781520

This experiment is specific for iPhones. 

Symptoms:

1. The conversions for the click goals are higher than the engagement conversions. 

2. The event doens't seem to fire on an iPhone (can be seen in the attached console logs retrieved from an iPhone).

Current Result: The engagement event is only sometimes fired on iPhone (it is not clear when it does fire)

Correct Result: The engagement event should always fire, so that the engagement conversion is never higher than a click goal's conversion",null
2261296047255,,null,Update browser version for CBT,,null
2303334217269,,2012-10-30,Customers signing up after having canceled see inaccurate usage numbers (carry over from prior to resubscribing),,null
2183291511244,,null,optimizelyPreview cookie gets too large,Consider disabling this functionality since it causes more problems than it's worth,null
2237213795557,,null,"Substring match is ignoring ""www"" in the URL validator.",This behavior differs from the documentation and is counter intuitive.,null
2233801915289,,null,GA integration affects campaign source information,"Account: gklein@nativeremedies.com
Experiment: 125109120

Google ""native remedies"" and click on paid ad. Goes to www.nativeremedies.com

With integration turned on:

campaign source: google
campaign medium: organic
campaign name: (organic)

Turned off:

campaign source: GGL
campaign medium: PPC
campaign name: Google Main

See attachment.",null
2238124715427,,null,Merge accounts,"All accounts @willhaben.at should become a part of the Gold admin account 121882033.

I think Tyler mentioned creating a handler for this once but I can't remember if he actually made one...",null
2136141579921,,null,"Some modal dialogs, including Global CSS, jump around","From client: ""typing in the Global CSS modal window, and there's enough content in the textbox to make it scroll vertically, the position of the modal goes nutty if I delete the last line of the content. It realigns properly when I hit Enter again.""

I was able to reproduce this and I'm pretty sure I've seen it in other modal dialogs as well.",null
2386720502587,,null,Default URL for URL matching has example.com hardcoded?,,null
2213701797568,,null,Logged in page with snippet loading not-logged in version in editor,"Go to: https://ssl.allegro.pl/NewpaymentsPayUCheckoutInfo.php?pt=t&trans_id=79101038&cod

Log in with:
user: optimizely_test
pass: 0FgHFZ4x

Logged in URL: https://ssl.allegro.pl/NewpaymentsPayUCheckoutInfo.php?pt=t&trans_id=79101038&cod=

With editor params: https://ssl.allegro.pl/NewpaymentsPayUCheckoutInfo.php?pt=t&trans_id=79101038&cod=&optimizely_compatibility=false&optimizely_disable=true&optimizely_load_script=%2F%2Fwww.optimizely.com%2Fjs%2Finnie-www-master-918.362549028469980445.js&optimizely_log=false&optimizely_cache_buster=1350670212270

Loads fine without any redirects in normal browser tab. They are using an async version of the snippet. Loads through proxy in editor, giving not-logged-in version of page.",null
2176096644146,,null,Pricing not displaying correctly when logged in as a platinum customer.,,null
2762743710758,,null,Preview mode is not executing the variation code for experiment ID 145881939,,null
2762734743167,,null,Spinning waiting indicator is missing on Preview dialog when snippet is not yet up to date,,null
3827345611899,,null,Editor loading: can't select elements on page,"When loading URL: www.gfimax.com/trial/remote-management/en/ you can't select any elements on the page, and the blue element highlighting doesn't appear either. All other editor functionality seems to still respond though.

Page does load in iframe, and does respond to editor query parameters. No obvious error messages, apart from this one on their page: Uncaught SyntaxError: Unexpected token < 
",null
2183291511246,,null,"manual activation mode doesn't seem to fire any events directly after activating, events are fired on engagement / goals after that and on page reload",,null
2761620344004,,null,"After login user sees ""Loading..."" but nothing happens","For account: watchsherbet@gmail.com
Project: 147496416

Was able to reproduce this. Tried looking into permission settings but that didn't seem to resolve anything.",null
2192799531202,,null,changing the URL for the background property in the edit style dialog converts the URL to all lowercase in the generated variation code,"Some case sensitive URLs break because of this. E.g. www.example.com/Site-Assets/style.css
becomes www.example.com/site-assets/style.css",null
2190217585339,,null,"Remove ""debugger;"" code from client/integrator.js (my bad)",,null
2235483084557,,null,"Trying to ""Move & Resize"" on this one page didn't work","https://whichdraft.com/contract/term-sheet-template/#question-1
Experiment (try ""Optimizely form""):
https://www.optimizely.com/edit#experiment_id=126457449
login: igor@cleverzebo.com

Try Moving and Resizing, then dragging images such as ""Term Sheet Background"" in the upper right or some of the text boxes in the top section. Sometimes they work, sometimes they don't. I can resize the image, but can't move it. Really weird. I showed Mike.
",null
2237213795570,,null,Visitor count on the dashboard is way behind actual visitor count from the Results Page,"
",null
4025252161571,,null,"Permissions: sometimes permissions are not loaded correctly, or old permissions are loaded","I've seen this twice for two different accounts. Permissions are updated but seem to be ""cached"" and sometimes the old permissions are loaded. This results in random errors on the dashboard. The permissions admin panel shows this as well if you keep clicking 'list users and roles' it'll sometimes display the correct list of permission, sometimes an old list. Almost like it's caching, or not updated on some servers / not replicating...

The AccountToUserRole table in AppEngine datastore viewer for as far as I can tell always displays the right (most recent) results - but this could be coincidental. 

",null
4091145569059,,2013-03-20,Conflict of Optimizely snippet with Modernizr on Adidas site in IE,"Adidas engineers reported this error:

""We debugged the code and found out that there is an issue in the order of Javascript execution because of which we get a JScript error. When the Modernizr tries to parse through the code elements it is not able to pick up a child element in a particular instance (as the firstchild of that element is null), the reason for this issue is that there seems to be the following script tag that gets added dynamically before the page's HEAD tag.

<SCRIPT type=text/javascript src=""//cdn3.optimizely.com/js/geo.js"" async=""true""></SCRIPT>""

This was causing issues for them on IE on this page: http://discover.adidas.de/storefinder/#/

They wrapped the snippet in an if statement on that page so that it doesn't load for now:
<script>
if(document.location.toString().indexOf(""discover.adidas"") == -1) {
document.write('<script src=""\/\/cdn.optimizely.com\/js\/107098409.js""><\/script>');
}
</script>
",null
2247904519246,,null,Results page in IE9 does not load data (Use Mongo: true),"Splunk results pages seem to work fine, but results based on Mongo just load the Experiment title and Optimizely top bar, and produce this error message in the IE console:
SCRIPT5: Access is denied. 
bundle-www-master-918.362549028469980445.js, line 1827 character 100

",null
2339796151419,,null,Preview mode not accurately displaying active MVT variations,"When previewing an MVT sometime it just says: ""Not Bucketed"" this is misleading and a source of confusion.

I would almost like to see each section as a row nested under the experiment so you can easily change the combinations.
",null
2330215104975,,null,Results page export to csv gives error,"For results page https://www.optimizely.com/results?experiment_id=131851344 clicking on export to csv results in this error:

<type 'exceptions.ValueError'>: list.remove(x): x not in list

account: diane@netdirectmerchants.com",null
2315675940426,,null,Add Safari 6 to browser options in Targeting,Nick Schlegel from backcountry.com (Platinum) requesting this,null
2367818657017,,null,"""Error loading your experiments"" for recent experiments from the upper right drop down","Hey Mike, I've seen this come up several times in various accounts so I thought I should at least report it. When you click the ""Experiments"" drop down from the top menu on our website, it will sometimes crapout when trying to load recent experiments and just show, ""Error loading your experiments."" I've noticed it tends to happen on accounts with a lot of projects. You can check ""hford@thinkfinance.com"" as an example.",null
2380640090615,,null,"Click goals: if goal name has special characters, the goal is sometimes not tracking properly",The special characters (é ç etc.) are carried over to the custom event name and the goal doesn't work anymore.,null
2380853695545,,null,Segmenting MVT with revenue breaks on the new backend,"When recalculating the stats while unchecking MVT sections, experiment with revenue break because the required time series is not available.

https://www.optimizely.com/results?experiment_id=137131885&beta=true
",null
2415349566827,,null,Time zone issues with scheduler maybe daylight savings again.,An Aussie reported some strange stuff.,null
2448285548428,,null,Strip spaces from CrazyEgg API fields,"
",null
2772003342561,,null,"""Preview"" link from Dashboard page does not do anything","To Reproduce:
1. Go to the Optimizely dashboard after logging into any account with experiments (https://www.optimizely.com/dashboard)
2. Click on an experiment name in the right section to open the menu
3. Try to click the ""Preview"" option below ""Edit""
4. Nothing happens.
",null
2991304723207,,2013-01-16,Conflict between Magento's prototype and Optimizely jQuery,"Steps to recreate:

1. Go to https://www.luxup.com/customer/account/create/?optimizely_cache_buster=1357748697884&optimizely_compatibility=false&optimizely_disable=true&optimizely_load_script=https%3A%2F%2Fwww.optimizely.com%2Fjs%2Finnie-www-master-992.364428389301540536.js&optimizely_log=false

2. Try to click on any of the form elements, they are unresponsive.

3. Open the JS console to see the error messages.

Desk Case: https://optimizely.desk.com/agent/case/25092",null
2712547017021,,null,Page not loading,"http://ultimateautismsolution.com/trial-access.php

Seems to load in FF but not in Chrome, couple of console errors: 

Unsafe JavaScript attempt to access frame with URL https://www.optimizely.com/edit#url=http%3A//ultimateautismsolution.com/trial-access.php from frame with URL http://ultimateautismsolution.com/trial-access-nre.php. The frame requesting access has a protocol of 'http', the frame being accessed has a protocol of 'https'. Protocols must match.
",null
2732733133522,,null,Targeting conditions not reseting properly,Need to be sure to hide the condition blocks if no data exists for that given condition.,null
2690699911160,,null,http://www.zipcar.com/nyc/campaign CSS issue,Loading the page into the editor causes the layout to get all screwed up. Could be a CSS conflict with the editor.,null
2631875076258,,null,Add scroll bars to traffic allocation and Analytics Integration ,,null
2992272811016,,null,Uneven Traffic Allocation,"Probably a non-issue, but wanted to have support eng take a quick look.

Account: devadmin@primedia.com
Experiment: 169322091

Platinum customer is reporting uneven allocation of visitors between variations.

Original page: 18,694
V1: 15,886
Traffic allocation at 20% total and 10/10 split


",null
3804485089709,,null,Experiments scheduler: not taking into account user permissions,"Platinum customer reported that an editor can schedule an experiment to start, and it actually starts.

Editor can't pause the experiment after it has been started...",null
8185738961282,,null,CDN Data from Dogan,,null
8222159492468,,null,Desk.com and Zendesk tickets from Adrian,,null
8222159492474,,null,Gather HR data to relate to support response times,,null
8222159492471,,null,Aggregate QB data for self serve analysis,,null
8386526381493,,null,check how QB country data is sourced,,null
8386526381495,,null,,,null
8222159492477,,null,Meet w/ Glazer and talk about OPT,,null
8222159492482,,null,send conversation with Walter to APAC,,null
8293342539564,,null,Pulldown full raw dataset for Desk.com ,,null
8292931413560,,null,Analyze zendesk data vs HR data,,null
8222159492485,,null,gather CPM Rates in ASIA,,null
8293342539596,,null,Make visual representation of time zone hole using everytimezone.com,,null
8222159492488,,null,BuiltWith Data on Asia,,null
8293342539569,,null,"Connect with Oliver on legal and tax implications of various locations (Tokyo, Hong Kong, Singapore)",,null
8222159492491,,null,talk to Jon/ Natarajan to understand costs of offering new currency,,null
8292931413565,,null,Browser data ( top 10 browser per country etc...),,null
8386078511103,,null,Refine APAC growth projections. Compare EU growth acceleration post-move to company wide growth acceleration post-move.,,null
1485028837942,,null,Intermittent issue with Rearrange on edit page,"This issue is pretty weird so you are gonna have to bear with me. It's only appearing on one client page that I know of (www.ifaw.org/united-states/secure/donate/support-ifaws-work) and inconsistently on that page as well. The issue is when you select an element (for example the second paragraph of the text) and choose ""Rearrange"" from the menu. When the issue is present, the draggable box will flash back and forth between the whole page and the dragged element, and the log will fill up with errors. The error is (from memory because the issue is not reproducible now):

Cannot access property click of undefined on line XXX
The bit of code that triggers it is the following (in js/bundle/edit/inn/rearrange/element.js):

optly.edit.inn.rearrange.Element.prototype.getCursorOffset = function() {
  return this.overlayElement.data().draggable.offset.click;
};

When the error appears, the draggable object does not have the offset property. I was able to make it happen in both Firefox and Chrome, and then I couldn't repro it anymore. I'll update this if it occurs again.

Here's the actual error:
Uncaught TypeError: Cannot read property 'click' of undefined bundle-inner.js:27333
optly.edit.inn.rearrange.Element.getCursorOffset bundle-inner.js:27333
optly.edit.inn.rearrange.Rearrange.handleDragStart bundle-inner.js:27496
optly.Event.fire
",null
1476198491764,,null,surveycompare.net doesn't load correctly,Ricky - Still able to recreate this in FF.,null
1467891393526,,null,Make caringwise.com just work,"Here are the issues they were seeing:
I was trying to play with our homepage, on the basis that an interesting A/B test would be stripping out all the stuff below the fold and just have a HUGE (probably different) headline and and a HUGE sign-up for free button and the image somewhere.
To the best of my recollection:
I clicked on the photo and the resize button, which only scaled to be a small part of the image rather than the whole image scaling.
I clicked on the headline and the move button. It got really small and then anchored itself towards the bottom of the left column. I could never get it to move again.
I did mask all the stuff below the fold, but couldn’t move anything over it.
I could never pick up the try it now button.",null
2022700090661,,null,Diagnostics report gives no snippet error when using async snippet,,null
1858105544152,,null,Research: Reduce size of client JS for a large percentage of requests,"Technique #1: split snippet into multiple requests
Technique #2: Use ESI and a URL regex to figure out whether an experiment is targeted at this page on the server side
Technique #3: Reduce size of generated client JS
   - If no active experiments, exclude a lot
   - If not using feature X, exclude from code

Requirements:
  User should still be able to preview a paused experiment
  Pushing to akamai can take up to 5 minutes


To investigate bandwidth usage by project ID:
  1.  general.optimizely.com:2000/   userid: admin
  2. run this query on a custom time of your choice
  3. source=""/mnt/akamai/splunk_input/cdn_optimizely_*"" | stats sum(bytes) by project
  4. paste results into attached spreadsheet",null
1858105544156,,null,Creating an asynchronous snippet we'll start using as our default,"Things to take into account:
  Flash of original content
  Snippet detection on page
  Make sure failover is rock solid if timeout doesn't work

Here is async code we have given out in the past:
(Mike just added a API wrapper function in client JS called ""timeout"" which right now just wraps disable.)

<script>
	
	(function() {
	 var projectId = [YOUR PROJECT ID];
	 var protocol = ('https:' == document.location.protocol ? 'https://' : 'http://');
	 var scriptTag = document.createElement('script');
	 scriptTag.type = 'text/javascript';
	 scriptTag.async = true;
	 scriptTag.src = protocol + 'cdn.optimizely.com/js/' + projectId + '.js';
	 var head = document.getElementsByTagName('head')[0];
	 head.parentNode.insertBefore(scriptTag, head);
	 })();

	function optimizelyTimeout() {
	 window.optimizely = window.optimizely || [];
	 if (!window.optimzely.data) {
 window.optimizely.push(""disable"");
	 }
	}

	setTimeout(optimizelyTimeout, 200);

</script>
",null
2251339258301,,null,Test single asynch call vs. split asynch call,,null
2251339258303,,null,"Check out YSlow, and steve souders' blog (http://stevesouders.com/)",,null
2251339258307,,null,Propose a solution for splitting paused experiments out,,null
1858105544154,,null,Increasing the speed with which Akamai delivers the file,"On meeting on 9/11/2012 akamai engineers told us that they could turn off retries when fetching from origin.  We should do this.  We asked them to, but not clear if they have or not.

They also have a timeout of 5s when they request file from our origin.  If this is reduceable, we should try. 

Both of these only switchable via akamai
",null
2303378343786,,null,Resolve bandwidth dispute with Akamai,,null
2303378343797,,null,Sign HTTPS cert contract with Akamai,,null
2303378343800,,null,Launch asynchronous GEO call for all customers,,null
2303378343802,,null,Re-save all platinum snippets,,null
2303378343804,,null,Turn off ESI processing on all snippets,,null
1858105544158,,null,Systematic way to identify bandwidth hogs,"Probably some kind of splunk saved search that's run periodically, with an alert.  This should send us an email maybe once per week with a report on bandwidth usage total and top users.",null
2303378343784,,null,Sign contract with Edgecast for failover,,null
2303378343809,,null,Write new snippets,"Things to include (configs below):
  - asynch/sync
  - splitting out HTTP vs HTTPS traffic
  - splitting out paused/active experiments
  - splitting dynamic vs static
  - splitting ESI vs. everything else
  - (maybe a timing parameter set as well)
  - no snippet should make more than 3 calls
  - shorter =  better






Configurations (from notes on 2012.10.23)
-------------------------------------------------------------------------------------------------------

Snippets (let's make these as nice looking as possible)
  
  Synchronous Gold (1-liner) (for bronze, silver, gold, illegal for platinum)
  
    <//cdn.optimizely.com/123.js>
  
  Asynchronous Gold (available for bronze, silver, gold, illegal for platinum)
    - should explicitly serve https vs http on separate domains
    
    <async https://cdn.optimizely.com/experiments.js>
    <async https://cdn.optimizely.com/static.js>



  Synchronous Legacy Platinum (1-liner) (for platinum, asynch chain-loads GEO)
    - same as existing snippet (for platinums who don't change)
    
    <//cdn.optimizely.com/123.js>
      <async https://cdn3.optimizely.com/geo.js>
    
  Synchronous Platinum (multi-line) (available for platinum, snippet-loads GEO)
    - should explicitly serve https vs http on separate domains

    <sync https://cdn.optimizely.com/experiments.js>
    <sync https://cdn.optimizely.com/static.js>
    <asynch https://cdn3.optimizely.com/geo.js>

  Asynchronous Platinum (available for platinum, snippet-loads GEO)
    - should explicitly serve https vs http on separate domains
    
    <async https://cdn.optimizely.com/experiments.js>
    <async https://cdn.optimizely.com/static.js>
    <asynch https://cdn3.optimizely.com/geo.js>

Domains

  cdn.optimizely.com -  (https OK) experiment configs and static content
  cdn2.optimizely.com - (http only) experiment configs and static content
  cdn3.optimizely.com - (https OK) GEO/IP (anything that needs ESI)",null
2303378343813,,null,Educate Sales and Support teams,,null
2303378343816,,null,Launch new snippets,,null
1858105544160,,null,Find a way to monitor our download speed globally.  Pingdom?  Something better?,,null
2303378343791,,null,,,null
2858374056369,,null,Add hash links to individual jobs,And kill the apply form modal – let the link open in its own page.,null
3776779623858,,null,Add new photos to about page,,null
2772875516220,,null,Update about page bios and pics with new people,"Ian needs to be an ""Account Executive""",null
2733133628912,,null,Add some margin back to the job description's paragraphs,,null
2522279373891,,null,Url match validator needs a redesign (and the CSS needs to be rewritten),/url_match_validator,null
3749896539440,,null,Make an HTML template for the dialog boxes,And make all existing dialog boxes use it. This will ensure consistent styling across all dialogs.,null
2386758153012,,null,Add a test it out CTA to every page,Only target net new organic customers (e.g. those that come from Google who don't already have an account),null
2331043322870,,null,API docs - consider removing optimizely_preview=true,,null
2264245010583,,null,Change older forms to use new validation (i.e. not rules),,null
